ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 95 - Repair of computers and personal and household goods",2017,79.155,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 96 - Other personal service activities",2017,58.851,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 97 - Activities of households as employers of domestic personnel",2017,16.772,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: 99 - Activities of extraterritorial organizations and bodies",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Male,"Economic activity (ISIC-Rev.4), 2 digit level: Not elsewhere classified",2017,37.365,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: Total",2017,7880.029,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 01 - Crop and animal production, hunting and related service activities",2017,1869.254,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 02 - Forestry and logging",2017,2.287,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 03 - Fishing and aquaculture",2017,4.985,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 05 - Mining of coal and lignite",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 06 - Extraction of crude petroleum and natural gas",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 07 - Mining of metal ores",2017,8.964,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 08 - Other mining and quarrying",2017,1.705,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 09 - Mining support service activities",2017,2.451,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 10 - Manufacture of food products",2017,175.926,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 11 - Manufacture of beverages",2017,36.315,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 12 - Manufacture of tobacco products",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 13 - Manufacture of textiles",2017,61.04,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 14 - Manufacture of wearing apparel",2017,239.235,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 15 - Manufacture of leather and related products",2017,32.922,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 16 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2017,9.546,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 17 - Manufacture of paper and paper products",2017,4.162,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 18 - Printing and reproduction of recorded media",2017,10.286,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 19 - Manufacture of coke and refined petroleum products",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 20 - Manufacture of chemicals and chemical products",2017,7.228,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 21 - Manufacture of pharmaceuticals, medicinal chemical and botanical products",2017,8.03,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 22 - Manufacture of rubber and plastics products",2017,8.88,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 23 - Manufacture of other non-metallic mineral products",2017,9.452,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 24 - Manufacture of basic metals",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 25 - Manufacture of fabricated metal products, except machinery and equipment",2017,7.887,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 26 - Manufacture of computer, electronic and optical products",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 27 - Manufacture of electrical equipment",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 28 - Manufacture of machinery and equipment n.e.c.",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 29 - Manufacture of motor vehicles, trailers and semi-trailers",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 30 - Manufacture of other transport equipment",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 31 - Manufacture of furniture",2017,11.571,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 32 - Other manufacturing",2017,24.441,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 33 - Repair and installation of machinery and equipment",2017,4.838,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 35 - Electricity, gas, steam and air conditioning supply",2017,5.543,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 36 - Water collection, treatment and supply",2017,4.001,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 38 - Waste collection, treatment and disposal activities; materials recovery",2017,15.371,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 41 - Construction of buildings",2017,25.285,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 42 - Civil engineering",2017,8.767,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 43 - Specialized construction activities",2017,1.795,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 45 - Wholesale and retail trade and repair of motor vehicles and motorcycles",2017,33.688,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 46 - Wholesale trade, except of motor vehicles and motorcycles",2017,164.892,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 47 - Retail trade, except of motor vehicles and motorcycles",2017,1824.362,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 49 - Land transport and transport via pipelines",2017,70.301,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 50 - Water transport",2017,1.754,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 51 - Air transport",2017,7.021,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 52 - Warehousing and support activities for transportation",2017,21.63,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 53 - Postal and courier activities",2017,6.347,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 55 - Accommodation",2017,41.864,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 56 - Food and beverage service activities",2017,914.184,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 58 - Publishing activities",2017,5.968,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 59 - Motion picture, video and television programme production, sound recording and music publishing activities",2017,5.518,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 60 - Programming and broadcasting activities",2017,3.257,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 61 - Telecommunications",2017,35.798,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 62 - Computer programming, consultancy and related activities",2017,3.622,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 64 - Financial service activities, except insurance and pension funding",2017,53.193,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 65 - Insurance, reinsurance and pension funding, except compulsory social security",2017,13.359,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 66 - Activities auxiliary to financial service and insurance activities",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 68 - Real estate activities",2017,6.004,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 69 - Legal and accounting activities",2017,63.947,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 70 - Activities of head offices; management consultancy activities",2017,4.916,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 71 - Architectural and engineering activities; technical testing and analysis",2017,9.877,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 72 - Scientific research and development",2017,2.515,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 73 - Advertising and market research",2017,16.654,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 74 - Other professional, scientific and technical activities",2017,16.007,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 75 - Veterinary activities",2017,5.475,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 77 - Rental and leasing activities",2017,7.994,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 78 - Employment activities",2017,36.112,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 79 - Travel agency, tour operator, reservation service and related activities",2017,14.647,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 80 - Security and investigation activities",2017,9.918,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 81 - Services to buildings and landscape activities",2017,86.1,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 82 - Office administrative, office support and other business support activities",2017,35.295,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 84 - Public administration and defence; compulsory social security",2017,259.886,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 85 - Education",2017,495.061,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 86 - Human health activities",2017,234.252,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 87 - Residential care activities",2017,4.573,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 88 - Social work activities without accommodation",2017,8.891,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 90 - Creative, arts and entertainment activities",2017,22.712,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 91 - Libraries, archives, museums and other cultural activities",2017,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 92 - Gambling and betting activities",2017,9.341,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 93 - Sports activities and amusement and recreation activities",2017,22.177,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 94 - Activities of membership organizations",2017,37.995,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 95 - Repair of computers and personal and household goods",2017,26.343,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 96 - Other personal service activities",2017,212.465,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: 97 - Activities of households as employers of domestic personnel",2017,387.564,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Female,"Economic activity (ISIC-Rev.4), 2 digit level: Not elsewhere classified",2017,25.75,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: Total",2018,17792.099,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 01 - Crop and animal production, hunting and related service activities",2018,4514.203,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 02 - Forestry and logging",2018,22.482,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 03 - Fishing and aquaculture",2018,98.707,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 05 - Mining of coal and lignite",2018,1.406,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 06 - Extraction of crude petroleum and natural gas",2018,6.816,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 07 - Mining of metal ores",2018,156.487,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 08 - Other mining and quarrying",2018,12.29,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 09 - Mining support service activities",2018,23.682,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 10 - Manufacture of food products",2018,364.624,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 11 - Manufacture of beverages",2018,55.833,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 12 - Manufacture of tobacco products",2018,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 13 - Manufacture of textiles",2018,103.936,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 14 - Manufacture of wearing apparel",2018,333.805,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 15 - Manufacture of leather and related products",2018,78.627,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 16 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2018,61.612,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 17 - Manufacture of paper and paper products",2018,11.063,,,Repository: ILO-STATISTICS - Micro data processing
Peru,Employment by sex and economic activity - ISIC level 2 (thousands),HS - Encuesta Nacional de Hogares,Sex: Total,"Economic activity (ISIC-Rev.4), 2 digit level: 18 - Printing and reproduction of recorded media",2018,40.302,,,Repository: ILO-STATISTICS - Micro data processing
